Date,Open,High,Low,Close,Volume
2017-10-12,66.37230985925518,66.88771424552976,65.95464932056116,66.78997039794922,3172500
2017-10-13,67.07436473688814,67.5631113177377,66.87886339264176,67.5275650024414,3761300
2017-10-16,67.43868633256241,67.62529935801737,66.93216332639476,67.31427764892578,2229600
2017-10-17,67.09212392229458,67.11878195962045,66.31012544841911,66.61225891113281,3217600
2017-10-18,66.4878491394889,66.51450717638272,65.99021437143051,66.1501693725586,2682100
2017-10-19,65.6169620992496,65.75914729363029,64.85274040862473,64.99491882324219,4369200
2017-10-20,64.91451633403902,65.27192727746561,64.33372440310168,64.6196517944336,4317700
2017-10-23,64.36946431067005,64.7804844977134,64.13714618162936,64.50349426269531,4308200
2017-10-24,64.46775481352284,64.50349658982216,63.99418820738879,64.19075775146484,4000100
2017-10-25,64.09246867790638,64.17288255212132,63.20787515926633,63.81547164916992,3944700
2017-10-26,64.12822857678553,64.48563961875894,63.52956900128305,63.62785720825195,4020700
2017-10-27,62.90409851074219,63.3508605643454,61.778256226888665,62.90409851074219,8704000
2017-10-30,62.671782083694744,62.97558383349105,61.69784405183345,61.83186721801758,4444500
2017-10-31,61.965885982321446,63.01130739157273,61.74250498972688,62.948760986328125,4734000
2017-11-01,63.19002905652519,63.35086367640514,62.89516445057058,63.047061920166016,3279600
2017-11-02,63.109595797598274,63.53849030440223,62.5645456283699,63.386592864990234,4638200
2017-11-03,63.42233639348493,63.565296688336375,62.5824216536987,62.68070983886719,2506100
2017-11-06,62.78792515777638,63.10959432611749,62.3232957018652,62.770057678222656,3197200
2017-11-07,62.79686563214628,63.52955503949792,62.421587188220414,63.350852966308594,3351200
2017-11-08,65.36128733347611,65.78124473870724,64.79836280431621,65.468505859375,5569100
2017-11-09,65.19151506963654,65.56679354145118,64.79836229894637,65.14684295654297,4411400
2017-11-10,64.8430392641729,65.63827511384562,64.78943000326606,65.4148941040039,2523700
2017-11-13,65.45957620717442,65.96888466162994,65.22725803689977,65.85272216796875,2511500
2017-11-14,65.63826751708984,65.8169763945085,65.33447265104809,65.63826751708984,2970100
2017-11-15,65.63826867367233,65.64720582196239,64.70900294586103,64.76261901855469,3063900
2017-11-16,65.07534582915312,65.22724325269158,64.61070959391684,64.89663696289062,3689200
2017-11-17,64.6107139044587,64.88771096138403,64.13714730709967,64.23543548583984,4627400
2017-11-20,64.28010747705059,64.7000647741851,64.21756108069307,64.3962631225586,2799500
2017-11-21,64.53924110379376,64.97706595220048,64.4141414729162,64.53030395507812,2831900
2017-11-22,64.58391822547448,64.78943175960086,63.95845410778132,64.1103515625,2951100
2017-11-24,64.27119068916251,64.64646918618541,64.27119068916251,64.3426742553711,988500
2017-11-27,64.59285540157403,64.74475285635546,64.25331871140709,64.33373260498047,3295100
2017-11-28,64.61071227105691,65.08427885644386,64.55710301747997,65.01280212402344,2703600
2017-11-29,63.81549147589294,64.97707556711403,63.71720327661817,64.3426742553711,3646400
2017-11-30,64.25331237819437,65.20044561117925,64.25331237819437,64.73580932617188,4557500
2017-12-01,64.78942623628393,65.29873463642899,64.27118068749155,65.26299285888672,4478100
2017-12-04,65.30766388881133,66.68369162473807,65.18257107800407,66.58540344238281,3615800
2017-12-05,66.6836986288503,66.85347038294077,66.12971807053,66.64795684814453,3463200
2017-12-06,66.44244253935969,66.7909163401183,66.2279986966729,66.34415435791016,2698300
2017-12-07,66.06715739899154,66.3173429928856,65.35233557325463,65.40594482421875,3696200
2017-12-08,65.370230902225,65.53999585725143,64.95920378909152,65.51319122314453,3048000
2017-12-11,65.3523457609644,65.47743857741202,64.77155378914487,65.379150390625,4432500
2017-12-12,65.37021930224722,65.37021930224722,64.70007630029878,64.77155303955078,3296600
2017-12-13,64.95027090777086,65.94208323310733,64.90559197464654,65.53999328613281,3817700
2017-12-14,65.53999199368347,65.67402197336524,65.2361970689829,65.44170379638672,1873600
2017-12-15,65.98674217004799,66.71050120323083,65.95993754234617,66.16545104980469,4444600
2017-12-18,66.25480640757465,66.80878692837832,66.10290896264765,66.1118392944336,3252200
2017-12-19,66.74623433034904,67.46105619566477,66.71942970338284,66.88026428222656,4352200
2017-12-20,67.27342071886964,67.318092827274,66.4692477800752,66.58540344238281,3770400
2017-12-21,66.86243064982163,67.0947420791585,66.63904955596313,66.71053314208984,1916600
2017-12-22,67.00536357475019,67.27342350446355,66.78198257233812,67.14833068847656,2186200
2017-12-26,67.14835736946053,67.65766598464877,67.01432735134784,67.44322204589844,1213900
2017-12-27,67.53255654986383,67.63977508440802,67.24662909599895,67.34491729736328,1227600
2017-12-28,67.36278533507782,67.49681532140916,66.9964439772903,67.139404296875,1506100
2017-12-29,67.30917093807615,67.6308401539393,67.26449200702103,67.41638946533203,1905200
2018-01-02,67.39852711923606,67.90783561365656,66.8713443242123,67.139404296875,4352500
2018-01-03,67.11258241101115,67.65763254947892,66.71049937242513,66.88026428222656,3310000
2018-01-04,67.05898032011922,67.87208363214876,66.99643391150155,67.30916595458984,2501700
2018-01-05,67.46105569296289,67.53253924237109,67.13938653767246,67.38957214355469,2852800
2018-01-08,67.15728491674683,67.57723558176347,67.01431776666114,67.48788452148438,1688600
2018-01-09,67.53253424408722,67.79165697872864,67.23766973738704,67.58614349365234,2518300
2018-01-10,67.19301420519534,67.44320669668835,66.55861286869686,66.85347747802734,3138300
2018-01-11,66.97856975175277,67.00537438563943,66.46032410644983,66.61222839355469,2007400
