Date,Open,High,Low,Close,Volume
2017-10-12,166.40330426054084,168.24657892301641,166.33066118822046,167.5292510986328,444700
2017-10-13,167.67453552041732,169.33620941264292,167.35672381418732,168.78231811523438,524200
2017-10-16,169.90823448714346,170.06259580343922,168.8095410431419,169.2635498046875,390500
2017-10-17,169.25446169008828,170.05352154846892,168.86402080353733,169.1364288330078,432500
2017-10-18,168.80042791903912,169.39972272404182,167.58368793693975,167.9559783935547,730500
2017-10-19,167.62002274220083,169.51777584136323,167.2386432298438,169.290771484375,525400
2017-10-20,169.7084671008754,171.25210795229157,169.6267488502233,171.1613006591797,677900
2017-10-23,171.3428954443625,171.56989981401728,169.94455462359795,170.4076385498047,392500
2017-10-24,171.52451778650982,172.44162442285744,170.66190384415472,171.3247528076172,612000
2017-10-25,170.9343234443899,171.60626149654996,169.1364523681101,169.8628692626953,642500
2017-10-26,170.81627636894063,171.23397058543557,169.93549813752182,170.73455810546875,511200
2017-10-27,170.62558699940607,171.54267976847936,169.69940518716206,171.41555786132812,411800
2017-10-30,171.01602610935242,171.29750933970777,168.95483619760583,169.79928588867188,502300
2017-10-31,191.28300450602674,191.33748334905025,177.36309204827114,182.34811401367188,3465200
2017-11-01,183.68286547544758,184.18227790275543,177.04525935183776,177.20870971679688,1632100
2017-11-02,177.85338422993362,181.6579797918518,177.55373679072255,180.89524841308594,759800
2017-11-03,181.1585883191647,181.24939562223224,179.46967501095182,180.13253784179688,744000
2017-11-06,179.47875389224112,180.13252764261296,178.37097136273596,178.72509765625,1229800
2017-11-07,178.92484234406464,182.57507639396522,178.41635478591866,182.35714721679688,1029900
2017-11-08,174.97498206701485,181.04962179587667,174.3393725423373,175.9556427001953,1459800
2017-11-09,174.9568208429232,175.36543983854034,171.93313449104778,172.35081481933594,952100
2017-11-10,173.05759547200327,176.02169131012718,171.74427078170774,175.66600036621094,541900
2017-11-13,174.85436139843054,176.14032680807898,173.4042372980887,175.6022186279297,632200
2017-11-14,174.9455156379313,175.50184030577637,173.94227756246224,174.72662353515625,575200
2017-11-15,173.70515575001417,173.70515575001417,171.14234100205334,172.12733459472656,741400
2017-11-16,182.5062725573208,184.21176372466545,176.10381986032633,176.5780792236328,2377900
2017-11-17,176.04908384530535,179.66072741576755,176.04908384530535,177.2620849609375,1265000
2017-11-20,176.93374599548105,178.5754020921347,176.07643592742485,177.1435089111328,762400
2017-11-21,177.6177855246096,177.84579295147046,175.0367397825684,176.03997802734375,1001400
2017-11-22,173.67778857050823,175.5109769574512,172.26415383570873,174.2158966064453,1102000
2017-11-24,174.92727790122672,175.02760171264543,173.36770118125716,174.6354217529297,280000
2017-11-27,175.11884670465147,175.67518547049679,173.86937026188048,174.2341766357422,680200
2017-11-28,172.37360098743628,180.6001121904318,172.07262953795828,179.7884063720703,1895900
2017-11-29,179.6698288813485,179.81575695541747,172.21854881548387,173.40419006347656,1201900
2017-11-30,174.33450170089577,177.2256485957709,173.94233554206266,176.0947265625,1250600
2017-12-01,175.9669992664491,178.18322459031128,172.0087940070814,173.70516967773438,862900
2017-12-04,175.83016837866066,178.5753861925633,173.52273476253234,173.9969940185547,1326700
2017-12-05,174.06083880723529,175.62040148737825,171.0328941322624,171.16969299316406,1155900
2017-12-06,171.3156488906298,174.84521315649195,170.7319504618351,173.82373046875,1156700
2017-12-07,175.9031403573731,176.69661555388976,173.1214612760371,175.3468017578125,720900
2017-12-08,176.6510292659275,177.2529721889556,175.0640926278902,175.89404296875,596100
2017-12-11,175.56568630919963,177.2894215817586,173.61394365182358,174.6262969970703,485900
2017-12-12,174.74486568648746,175.8392983527969,173.93315995135742,173.96963500976562,470800
2017-12-13,174.43478569577493,176.16765037913288,174.1794185073168,174.61720275878906,660800
2017-12-14,175.28297805460235,176.76046161237022,172.6928172270567,172.7840118408203,629600
2017-12-15,174.2523878913787,175.23738161268673,173.7872577659562,174.13381958007812,1121300
2017-12-18,176.31359880835495,177.37154274698906,175.5292526628773,175.86669921875,631400
2017-12-19,176.10383469032814,177.30772073322524,174.95468212649325,176.78785705566406,768500
2017-12-20,178.20147284150437,178.3838759882974,175.83019018379056,176.0855712890625,548500
2017-12-21,177.04321790998068,177.74548474302188,175.5930938876959,177.06146240234375,450500
2017-12-22,176.6327326928442,177.55387737934112,176.00343017855388,177.4535675048828,422500
2017-12-26,177.4536490202573,178.39303862293164,177.170908085803,177.4171600341797,287900
2017-12-27,177.84577342298797,179.33238613615225,177.51744220770223,178.74868774414062,389300
2017-12-28,179.43270101155824,180.31737079988616,178.475067188305,180.1531982421875,531700
2017-12-29,180.67309364076613,181.09261952000236,179.049681847612,179.07704162597656,486900
2018-01-02,180.4086189766737,181.0379217878613,178.04646504997402,180.27182006835938,613400
2018-01-03,179.70629906394393,183.06257509409605,179.70629906394393,182.90753173828125,841400
2018-01-04,183.89253995024416,185.2240954255119,181.703660474079,182.09584045410156,734300
2018-01-05,182.87106044529344,182.87106044529344,181.2750085548808,182.37857055664062,627400
2018-01-08,182.37857085541214,184.5856809460794,181.53037604141136,184.23910522460938,765700
2018-01-09,184.85928191545935,185.88987981709028,183.81043952521117,184.91400146484375,489400
2018-01-10,184.9049104632643,185.58893275334026,183.31797374035918,184.34857177734375,543400
2018-01-11,184.9687378247848,188.00579833984375,184.93226276070266,188.00579833984375,503500
2018-01-12,188.04222936238122,189.95749681512893,187.61358831481695,189.62916564941406,603200
2018-01-16,189.79335133697631,190.96074802561049,185.25143424390322,186.9842987060547,779500
2018-01-17,188.23378110702802,189.58358096477684,187.25791671037135,188.38882446289062,742400
2018-01-18,188.89048255430174,189.46506575151736,186.29119219367556,187.01170349121094,715300
2018-01-19,187.1393796348842,188.90871951039105,185.47036358478658,185.60716247558594,1015300
2018-01-22,186.05403735017683,186.41884362153147,184.45798555918267,185.9901885986328,897100
2018-01-23,186.05407734459357,189.25529690074038,185.30620623614587,186.68338012695312,1040000
2018-01-24,188.66247968704712,188.66247968704712,181.28416215218195,182.83460998535156,1456500
2018-01-25,183.40916964154184,184.5218469367163,180.59098742409313,182.14144897460938,1064800
2018-01-26,182.16878127846263,185.3608845974767,182.0593282728995,185.15110778808594,873000
2018-01-29,184.28467204503679,186.0175363838112,181.7309867517928,182.2052459716797,665200
2018-01-30,181.18377742096823,183.25407429310914,180.2261436964436,182.2052459716797,621600
2018-01-31,183.24499830334082,183.3270776330958,179.10438975468333,179.934326171875,876000
2018-02-01,179.7701520858775,184.0566883527963,179.1864537080392,181.66717529296875,1034900
2018-02-02,180.18973495282435,180.18973495282435,176.03086735913485,176.9520263671875,1153800
2018-02-05,175.6660455464416,177.37153667559656,168.32420349121094,168.32420349121094,1345400
2018-02-06,162.59663758362396,173.27651042855004,161.1556291313887,171.98143005371094,1767000
2018-02-07,171.45249145459923,174.77227945402635,170.76846908727384,172.17298889160156,984100
2018-02-08,171.82639037189202,172.20945509340672,162.8520214398985,163.00706481933594,1264300
