Date,Open,High,Low,Close,Volume
2017-10-12,107.5144085076081,107.83333401673644,106.8009978979826,107.43047332763672,542400
2017-10-13,107.68226747410631,108.26138692606236,106.75903170914584,107.67386627197266,502700
2017-10-16,107.69063247310963,108.03474871135278,107.23740948787311,107.7493896484375,409100
2017-10-17,107.56476250996703,108.0431571681956,107.37172056428884,107.48082733154297,506800
2017-10-18,107.5311846165885,107.97601289285413,106.30581295972067,106.31420135498047,497200
2017-10-19,106.22187672470126,106.2470547169408,103.62004627181743,103.76272583007812,909400
2017-10-20,103.96416892713762,104.01452491469352,102.38627968126082,103.17522430419922,687700
2017-10-23,103.50253400303316,103.80468268537369,102.68001672258296,103.13323974609375,413300
2017-10-24,102.89824229972315,103.2675365769808,101.86590624772349,101.90786743164062,452200
2017-10-25,101.94983057736654,102.54573315120906,100.92588296474673,101.96661376953125,563900
2017-10-26,102.60449735449737,102.60449735449737,101.0517925402333,101.79037475585938,409600
2017-10-27,101.63090511254768,102.26038055345624,101.18607682550915,101.7484130859375,452100
2017-10-30,101.63090003996066,102.23519745760814,100.97624663862757,101.3958969116211,393000
2017-10-31,101.13571155373519,101.99179525729488,100.64891572065481,101.70643615722656,577400
2017-11-01,101.75679689368894,103.0157477187462,101.62251213542744,102.37788391113281,614900
2017-11-02,102.39467305803255,103.81309311913968,101.92466677175794,103.04093170166016,682600
2017-11-03,102.45341617319916,102.50377215628549,100.49784438751755,101.28678894042969,1067600
2017-11-06,101.52179805034234,103.8970202440346,101.52179805034234,103.5948715209961,639900
2017-11-07,103.67039845954895,104.5936341635535,103.2927157830779,104.23273468017578,563200
2017-11-08,104.14040856140177,105.12238861888079,103.99772901185791,104.69434356689453,620900
2017-11-09,104.59364185691848,105.86098113771659,104.15720196413137,105.76026916503906,752400
2017-11-10,104.99649354446557,106.29741190899662,104.98809874634436,105.62596893310547,566900
2017-11-13,105.91135045382882,106.06242482608046,105.15597859257062,105.69313049316406,386700
2017-11-14,105.51686509022271,106.0959845128671,104.22434148805335,104.72792053222656,542700
2017-11-15,104.78665782747724,104.92933736434775,104.02289776284081,104.19915008544922,409300
2017-11-16,103.98095346861102,105.5336583374647,103.93898587620055,105.06365203857422,604200
2017-11-17,104.54326941257972,105.32381914253646,104.52648621986606,104.94613647460938,360000
2017-11-20,105.12239854457832,105.23990011451541,104.42577752041177,104.55167388916016,473500
2017-11-21,105.01328227340314,105.27346338281859,104.43416287156383,105.0804214477539,480400
2017-11-22,104.64399122293106,105.40775138195603,104.55166765158064,104.91256713867188,351400
2017-11-24,105.25668487837058,105.54204399129728,104.91256857981837,105.04685974121094,134900
2017-11-27,105.3238348925732,105.77705800387315,104.88740137985235,105.10562133789062,351500
2017-11-28,105.29025334551875,105.48329529299563,104.19916645274571,104.65238952636719,400700
2017-11-29,104.68595290799766,105.24828269934657,104.22433507727568,104.95452880859375,534300
2017-11-30,105.315426258922,105.97846799820297,104.57683774390814,105.23149108886719,1001400
