Date,Open,High,Low,Close,Volume
2017-10-12,103.21305924924472,104.65666255902813,103.13949814698462,104.27047729492188,1368800
2017-10-13,104.71183913105858,104.73023291583539,104.08658373694239,104.36243438720703,1003700
2017-10-16,104.61069238283724,104.81298192051761,103.62683537107905,104.05899810791016,1321300
2017-10-17,104.0130356170836,104.40841783041154,103.68201762382422,103.86591339111328,1581600
2017-10-18,104.04061776796476,104.19692986940515,103.07514746580001,103.79235076904297,1797700
2017-10-19,102.06371188639805,106.0727014910777,101.23616687347351,105.10723114013672,2019500
2017-10-20,105.69567795962273,108.31623764033138,105.54856278261006,108.27945709228516,2265900
2017-10-23,108.20589988276097,108.41738628782993,107.33238463459776,107.47949981689453,1977400
2017-10-24,108.17832212551951,109.16217907545283,107.83810728669289,107.9852294921875,1415800
2017-10-25,107.81971760404035,108.4265791473689,107.32319069667734,108.24268341064453,1457800
2017-10-26,109.04262695572622,109.48398650209533,108.56449387773401,109.1161880493164,1021400
2017-10-27,108.95990165436817,110.20121558663637,107.81973249582003,108.435791015625,2031400
2017-10-30,108.08636758227998,108.34382441082931,106.57840014491455,106.80827331542969,1238700
2017-10-31,107.18526257940925,107.66339569147411,106.68873568505009,106.88182830810547,1156600
2017-11-01,106.97379364659054,107.32320541552869,106.19222613556481,106.58760833740234,1140000
2017-11-02,106.7530989841888,106.85424374042924,106.21979154495232,106.80827331542969,984600
2017-11-03,106.82666984067768,107.45192520220084,106.56001609670146,107.14849090576172,781600
2017-11-06,107.17607493204032,107.37836446369002,106.94620173974259,106.97378540039062,639600
2017-11-07,107.16688505527304,107.54387344275132,106.70713867067758,106.97378540039062,639100
2017-11-08,106.86343223294524,107.07491160470211,106.23817697767693,106.771484375,877100
2017-11-09,106.19920052778316,106.82688837526482,105.7468911818648,106.27304077148438,926400
2017-11-10,105.85766712006601,106.18997288107232,105.58074330507236,105.84843444824219,908600
2017-11-13,105.46997975440131,106.0422786449582,105.36844149140602,105.7376708984375,1247700
2017-11-14,104.75922160526751,105.75613898374313,104.69460698124405,105.55306243896484,974900
2017-11-15,105.31303910361721,105.31303910361721,104.53766378572188,104.6668930053711,952000
2017-11-16,105.03612028122049,105.40534963394788,104.65765825799728,105.23919677734375,1395600
2017-11-17,105.22996400920486,105.6545752995849,104.83304368782247,105.07304382324219,1809700
2017-11-20,105.30381515627236,106.99303475181908,105.11919695206637,106.04226684570312,1058500
2017-11-21,106.71611361959751,106.93764842768744,106.29150230306493,106.46688079833984,794000
2017-11-22,106.73457319338875,107.57457020789006,106.38380915618708,106.40226745605469,1502400
2017-11-24,106.90072014559779,107.56533158348277,106.76226529809196,107.16841125488281,438800
2017-11-27,107.02995053866701,107.42687087161984,106.80841573776395,106.9376449584961,1196300
2017-11-28,107.3161237764067,108.38688135028922,107.3161237764067,108.31303405761719,1832400
2017-11-29,108.44225921903863,108.68225233191052,107.57457122529728,108.00841522216797,1156900
2017-11-30,108.09148525136204,109.38378453623237,107.62995029551296,107.8607177734375,2045100
2017-12-01,108.28533918863323,108.54379766122352,106.06074415601088,107.01150512695312,1540800
2017-12-04,108.82995311019329,109.77148140027653,107.8422685036746,108.51610565185547,1336500
2017-12-05,108.34070792656026,108.58993368069751,107.67609652557573,107.76840209960938,1004500
2017-12-06,107.83303454153898,108.16534029699547,107.10380841386863,107.25150299072266,893500
2017-12-07,107.10380316685094,107.71303270283,106.97457393966714,107.17765045166016,1128600
2017-12-08,107.29765568021749,107.47304123519918,106.8176623750903,107.00227355957031,786100
2017-12-11,107.13149524393954,107.50072462933248,105.90381757302035,106.78073120117188,948800
2017-12-12,106.83610933313602,107.30687695878073,106.46687996091399,106.97457122802734,2037200
2017-12-13,107.14994932333988,107.96224825184652,107.09456034375114,107.30686950683594,1292100
2017-12-14,107.36226205512895,107.64841852430504,104.54690297442956,105.0638198852539,1834800
2017-12-15,105.87614060449843,106.60536684892283,105.51614381886017,106.23613739013672,2537300
2017-12-18,106.72533777830131,107.56532767331346,106.48533764724183,107.19609832763672,1205100
2017-12-19,107.70381262023567,107.93458013038851,107.0761247109213,107.36227416992188,1182700
2017-12-20,107.42687011714375,108.17456150894498,107.17764434818622,107.22380065917969,1030400
2017-12-21,107.38071805146011,107.89763491729315,107.11302694809253,107.24225616455078,645200
2017-12-22,107.46380514186899,107.56534340283986,106.98381185202354,107.25150299072266,574200
2017-12-26,107.44532749228277,107.50070942739735,107.14994543423207,107.33455657958984,491200
2017-12-27,107.50071326729345,107.65763345069908,107.09456028204215,107.52840423583984,548000
2017-12-28,107.71303540645678,108.1561050415039,107.28842407184291,108.1561050415039,532700
2017-12-29,108.3130163100774,108.62686373127556,107.83302307128906,107.83302307128906,867700
2018-01-02,107.98072063548135,108.92224884033205,107.82379339928582,108.92224884033203,935200
2018-01-03,108.92226306208606,109.66994752951653,108.12842227637192,109.09764862060547,929800
2018-01-04,109.53148467924161,110.54686022531415,108.29456727250732,108.43302917480469,1226100
2018-01-05,108.68224636939671,109.89147270852798,108.4514788979739,109.77146911621094,959600
